subject,level,code,name,n_windows,sample_nan_pct,win_missing_pct_ge10,win_missing_pct_any,mcar_pct,mean_Y,sd_Y
102,K2,-1,transient,3672,0.15413943355119825,0.27233115468409586,3.4586056644880174,12.418300653594772,-0.44540185209589567,1.3498400782565714
102,K2,0,rest,2005,0.016957605985037406,0.0,0.7481296758104738,6.982543640897755,-1.5980546774388014,1.191349481954014
102,K2,1,active,3263,1.4888139748697518,4.872816426601287,23.965675758504442,8.703646950658902,0.9229045909376451,0.8137378302615401
102,K3,-1,transient,3672,0.15413943355119825,0.27233115468409586,3.4586056644880174,12.418300653594772,-0.44540185209589567,1.3498400782565714
102,K3,0,rest,2005,0.016957605985037406,0.0,0.7481296758104738,6.982543640897755,-1.5980546774388014,1.191349481954014
102,K3,1,locomotion,2219,0.7219468228931951,2.0730058584948177,13.294276701216765,8.29202343397927,0.6773061058273591,0.7490740337858826
102,K3,2,vigorous,1044,3.118773946360153,10.82375478927203,46.64750957854406,9.578544061302683,1.4449189955925539,0.6901155953947458
102,activity,0,transient,3672,0.15413943355119825,0.27233115468409586,3.4586056644880174,12.418300653594772,-0.44540185209589567,1.3498400782565714
102,activity,1,lying,469,0.0042643923240938165,0.0,0.21321961620469082,0.0,-2.072352571654292,0.756945251359054
102,activity,2,sitting,447,0.008948545861297539,0.0,0.44742729306487694,0.0,-1.877677828321594,1.0560627682986081
102,activity,3,standing,512,0.015625,0.0,0.5859375,7.8125,-2.3560753275787465,0.732932339539561
102,activity,4,walking,651,2.4301075268817205,7.066052227342549,43.93241167434716,12.288786482334869,0.7852061098488043,0.46532013477525686
102,activity,5,running,184,4.293478260869565,17.934782608695652,54.891304347826086,0.0,2.0749359269051326,0.57814692125922
102,activity,6,cycling,502,0.00398406374501992,0.0,0.199203187250996,12.749003984063744,0.5085955542317402,0.6207279531499039
102,activity,7,Nordic walking,595,3.5126050420168067,12.100840336134453,47.05882352941176,6.722689075630252,1.2724844522119823,0.5540885338835504
102,activity,12,ascending stairs,347,0.005763688760806917,0.0,0.2881844380403458,0.0,0.6521705704810076,0.9149745455026346
102,activity,13,descending stairs,305,0.039344262295081964,0.0,1.639344262295082,0.0,1.0280323251419148,0.9468006161416689
102,activity,16,vacuum cleaning,414,0.00966183574879227,0.0,0.4830917874396135,9.66183574879227,0.4748914395406054,0.8079455743240789
102,activity,17,ironing,577,0.03466204506065858,0.0,1.559792027729636,17.33102253032929,-0.3232820020430904,0.8644092762247328
102,activity,24,rope jumping,265,1.4188679245283018,3.018867924528302,40.0,22.641509433962266,1.394637629365859,0.781010025881913
102,series,-9,all,8940,0.6105145413870247,1.890380313199105,10.335570469798657,9.843400447427292,-0.2044941329900883,1.493880984800716
105,K2,-1,transient,2047,0.1172447484123107,0.14655593551538837,3.224230581338544,8.353688324377137,-0.4045006543290899,1.1308609276260284
105,K2,0,rest,2114,0.09366130558183539,0.23651844843897823,1.3718070009460739,7.095553453169347,-1.172169649006659,1.08885633273912
105,K2,1,active,3334,0.7924415116976604,2.7594481103779245,11.847630473905218,12.56748650269946,1.1677953089000797,1.0080933861046915
105,K3,-1,transient,2047,0.1172447484123107,0.14655593551538837,3.224230581338544,8.353688324377137,-0.4045006543290899,1.1308609276260284
105,K3,0,rest,2114,0.09366130558183539,0.23651844843897823,1.3718070009460739,7.095553453169347,-1.172169649006659,1.08885633273912
105,K3,1,locomotion,2162,1.0656799259944496,4.024051803885292,13.829787234042554,13.829787234042554,0.7110726579263978,0.7741099688355886
105,K3,2,vigorous,1172,0.28839590443686003,0.42662116040955633,8.19112627986348,10.238907849829351,2.0103161036143287,0.8311845811513221
105,activity,0,transient,2047,0.1172447484123107,0.14655593551538837,3.224230581338544,8.353688324377137,-0.4045006543290899,1.1308609276260284
105,activity,1,lying,474,0.05063291139240507,0.21097046413502107,0.8438818565400843,0.0,-2.244522996637598,0.6319612312922157
105,activity,2,sitting,537,0.14152700186219738,0.37243947858473,0.74487895716946,0.0,-1.5876481270400202,0.9773818576852423
105,activity,3,standing,443,0.03160270880361174,0.0,1.1286681715575622,9.029345372460497,-0.9549985428401978,0.733781169367031
105,activity,4,walking,641,3.5070202808112323,13.57254290171607,43.36973478939157,15.600624024960998,0.8128569411972041,0.5788645816378423
105,activity,5,running,492,0.24390243902439024,0.6097560975609756,6.097560975609756,4.0650406504065035,2.1669584384341585,0.8280683675582022
105,activity,6,cycling,492,0.044715447154471545,0.0,1.4227642276422763,7.926829268292683,0.8834067405393982,0.7033322319843783
105,activity,7,Nordic walking,526,0.28517110266159695,0.38022813688212925,8.555133079847907,11.406844106463879,1.920309760039669,0.6604944118853957
105,activity,12,ascending stairs,285,0.042105263157894736,0.0,1.7543859649122806,28.07017543859649,0.4827153264446885,0.9310247984819455
105,activity,13,descending stairs,255,0.03137254901960784,0.0,1.5686274509803921,7.8431372549019605,0.5937945157420642,1.1116480294043605
105,activity,16,vacuum cleaning,489,0.028629856850715747,0.0,1.0224948875255624,12.269938650306749,0.5985075689838811,0.68495891999477
105,activity,17,ironing,660,0.1272727272727273,0.30303030303030304,2.4242424242424243,16.666666666666664,-0.20974445287144994,0.6691982376456075
105,activity,24,rope jumping,154,0.4415584415584416,0.0,13.636363636363635,25.97402597402597,1.817298623022865,1.1973843994676427
105,series,-9,all,7495,0.4109406270847231,1.33422281521014,6.537691794529686,9.873248832555037,0.0783789302816733,1.4725676286860316
108,K2,-1,transient,2921,0.781923998630606,2.4306744265662443,11.811023622047244,8.045190003423485,-0.65266679839476,1.3795229554005868
108,K2,0,rest,2105,0.09691211401425177,0.19002375296912113,1.852731591448931,11.591448931116389,-1.4553964710631333,1.2329900562624105
108,K2,1,active,3134,0.5788130185067006,0.8296107211231653,16.62412252712189,10.242501595405233,1.1313601052183369,1.0524712611669529
108,K3,-1,transient,2921,0.781923998630606,2.4306744265662443,11.811023622047244,8.045190003423485,-0.65266679839476,1.3795229554005868
108,K3,0,rest,2105,0.09691211401425177,0.19002375296912113,1.852731591448931,11.591448931116389,-1.4553964710631333,1.2329900562624105
108,K3,1,locomotion,2051,0.508044856167723,0.8288639687957094,13.359336908824964,11.311555338859094,0.7700260284597885,0.8648386189794626
108,K3,2,vigorous,1083,0.7128347183748847,0.8310249307479225,22.807017543859647,8.21791320406279,1.8156594509540551,1.036083362739744
108,activity,0,transient,2921,0.781923998630606,2.4306744265662443,11.811023622047244,8.045190003423485,-0.65266679839476,1.3795229554005868
108,activity,1,lying,483,0.008281573498964802,0.0,0.4140786749482402,0.0,-2.2974587326574687,0.5248759189119225
108,activity,2,sitting,459,0.11328976034858387,0.2178649237472767,1.3071895424836601,22.657952069716774,-1.9520264000520753,0.8956018916736779
108,activity,3,standing,503,0.09542743538767397,0.3976143141153081,1.9880715705765408,10.934393638170974,-1.9601034997146656,0.9428592624474208
108,activity,4,walking,630,1.542857142857143,2.6984126984126986,38.88888888888889,9.523809523809524,1.002009635621107,0.5453127140365059
108,activity,5,running,330,1.1696969696969697,1.8181818181818181,33.63636363636363,18.181818181818183,2.395533723376939,1.178879334711719
108,activity,6,cycling,510,0.0392156862745098,0.0,1.5686274509803921,7.8431372549019605,0.6213254103210917,0.720617965331754
108,activity,7,Nordic walking,577,0.3951473136915078,0.17331022530329288,15.771230502599654,5.025996533795494,1.6355574611280057,0.656799045341035
108,activity,12,ascending stairs,233,0.0,0.0,0.0,22.317596566523605,0.8208609035543702,1.2093959632871556
108,activity,13,descending stairs,193,0.0,0.0,0.0,20.72538860103627,0.7876146173182591,1.2796684008105697
108,activity,16,vacuum cleaning,485,0.10309278350515465,0.0,4.329896907216495,8.24742268041237,0.5936312226708862,0.8664206629867219
108,activity,17,ironing,660,0.15151515151515152,0.15151515151515152,3.1818181818181817,12.878787878787879,-0.10912852383933083,0.8454358799780641
108,activity,24,rope jumping,176,0.8977272727272728,1.1363636363636365,25.568181818181817,0.0,1.3188431908976848,1.265621812065431
108,series,-9,all,8160,0.5272058823529412,1.2377450980392157,11.090686274509803,9.803921568627452,-0.17455474509126478,1.6306061920898551
